Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway,Location
378,2067,1528,1118936906600,15.288,6.836,6451924.562,1872805.968,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,104.72,0,lankershim
378,2068,1528,1118936906700,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,106.95,0,lankershim
378,2069,1528,1118936906800,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,109.64,0,lankershim
378,2070,1528,1118936906900,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,112.32,0,lankershim
378,2071,1528,1118936907000,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,114.99,0,lankershim
378,2072,1528,1118936907100,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,117.67,0,lankershim
378,2073,1528,1118936907200,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,120.35,0,lankershim
378,2074,1528,1118936907300,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,123.03,0,lankershim
378,2075,1528,1118936907400,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,125.71,0,lankershim
378,2076,1528,1118936907500,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,128.39,0,lankershim
378,2077,1528,1118936907600,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,131.08,0,lankershim
378,2078,1528,1118936907700,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,133.76,0,lankershim
378,2079,1528,1118936907800,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,136.44,0,lankershim
378,2080,1528,1118936907900,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,139.12,0,lankershim
378,2081,1528,1118936908000,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,141.8,0,lankershim
378,2082,1528,1118936908100,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,144.48,0,lankershim
378,2083,1528,1118936908200,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,147.16,0,lankershim
378,2084,1528,1118936908300,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,149.85,0,lankershim
378,2085,1528,1118936908400,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,152.54,0,lankershim
378,2086,1528,1118936908500,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,155.23,0,lankershim
378,2087,1528,1118936908600,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,377,0,77.92,9999.99,lankershim
378,2088,1528,1118936908700,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,377,0,80.07,9999.99,lankershim
378,2089,1528,1118936908800,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,377,0,82.21,9999.99,lankershim
378,2090,1528,1118936908900,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,377,0,84.35,9999.99,lankershim
378,2091,1528,1118936909000,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,377,0,86.48,9999.99,lankershim
378,2092,1528,1118936909100,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,377,0,88.64,9999.99,lankershim
378,2093,1528,1118936909200,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,377,0,90.88,9999.99,lankershim
378,2094,1528,1118936909300,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,377,0,93.21,9999.99,lankershim
378,2095,1528,1118936909400,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,377,0,95.61,9999.99,lankershim
378,2096,1528,1118936909500,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,377,0,98.04,9999.99,lankershim
378,2097,1528,1118936909600,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,377,0,100.47,9999.99,lankershim
378,2098,1528,1118936909700,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,377,0,102.89,9999.99,lankershim
378,2099,1528,1118936909800,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,377,0,105.31,9999.99,lankershim
378,2100,1528,1118936909900,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,186.21,9999.99,lankershim
378,2101,1528,1118936910000,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,188,9999.99,lankershim
378,2102,1528,1118936910100,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,189.75,9999.99,lankershim
378,2103,1528,1118936910200,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,191.47,9999.99,lankershim
378,2104,1528,1118936910300,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,193.17,9999.99,lankershim
378,2105,1528,1118936910400,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,194.86,9999.99,lankershim
378,2106,1528,1118936910500,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,196.54,9999.99,lankershim
378,2107,1528,1118936910600,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,198.15,9999.99,lankershim
378,2108,1528,1118936910700,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,199.63,9999.99,lankershim
378,2109,1528,1118936910800,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,201,9999.99,lankershim
378,2110,1528,1118936910900,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,202.37,9999.99,lankershim
378,2111,1528,1118936911000,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,203.81,9999.99,lankershim
378,2112,1528,1118936911100,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,205.28,9999.99,lankershim
378,2113,1528,1118936911200,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,206.68,9999.99,lankershim
378,2114,1528,1118936911300,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,207.96,9999.99,lankershim
378,2115,1528,1118936911400,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,209.15,9999.99,lankershim
378,2116,1528,1118936911500,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,210.31,9999.99,lankershim
378,2117,1528,1118936911600,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,211.46,9999.99,lankershim
378,2118,1528,1118936911700,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,212.62,9999.99,lankershim
378,2119,1528,1118936911800,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,213.78,9999.99,lankershim
378,2120,1528,1118936911900,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,214.95,9999.99,lankershim
378,2121,1528,1118936912000,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,216.11,9999.99,lankershim
378,2122,1528,1118936912100,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,217.22,9999.99,lankershim
378,2123,1528,1118936912200,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,218.26,9999.99,lankershim
378,2124,1528,1118936912300,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,219.26,9999.99,lankershim
378,2125,1528,1118936912400,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,220.25,9999.99,lankershim
378,2126,1528,1118936912500,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,221.26,9999.99,lankershim
378,2127,1528,1118936912600,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,222.2,9999.99,lankershim
378,2128,1528,1118936912700,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,223.07,9999.99,lankershim
378,2129,1528,1118936912800,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,223.89,9999.99,lankershim
378,2130,1528,1118936912900,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,224.75,9999.99,lankershim
378,2131,1528,1118936913000,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,225.7,9999.99,lankershim
378,2132,1528,1118936913100,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,226.7,9999.99,lankershim
378,2133,1528,1118936913200,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,227.73,9999.99,lankershim
378,2134,1528,1118936913300,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,228.74,9999.99,lankershim
378,2135,1528,1118936913400,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,229.68,9999.99,lankershim
378,2136,1528,1118936913500,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,230.55,9999.99,lankershim
378,2137,1528,1118936913600,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,231.38,9999.99,lankershim
378,2138,1528,1118936913700,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,232.26,9999.99,lankershim
378,2139,1528,1118936913800,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,233.1,9999.99,lankershim
378,2140,1528,1118936913900,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,234.09,9999.99,lankershim
378,2141,1528,1118936914000,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,235.23,9999.99,lankershim
378,2142,1528,1118936914100,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,236.47,9999.99,lankershim
378,2143,1528,1118936914200,15.289,7.336,6451924.784,1872806.416,12.5,7,2,0,0,2,101,208,0,1,2,1,374,0,237.45,9999.99,lankershim
